,multinomial_ranks,rpvals,rstats,tpvals,tstats
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas_wolfei,-1.4714771223777101,0.12741648092172164,-0.21849061976263973,0.42496644147018203,0.8153661738089133
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophothermus;Syntrophothermus_lipocalidus,-0.18651589877541494,0.058260673615306915,-0.2696500406049897,0.1165941977000384,1.6441297335705316
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium_hydrogeniformans,-1.9502089930289552,0.13663551837715432,-0.21346128298901962,0.33598750278324996,0.9871223017760744
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Halanaerobium_praevalens,-2.1787937594168945,0.2501032203791935,-0.16571232050787416,0.3957410799494352,0.8689082801793021
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae;Halothermothrix;Halothermothrix_orenii,-1.7477222395652101,0.2655569497785503,-0.1604878105395951,0.510856318719819,0.6701012351272756
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;Acetohalobium_arabaticum,-0.6721977902167602,0.1042298211036591,-0.23248485742463015,0.30359512191804616,1.0573853056721974
Bacteria;Firmicutes;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobius;Natranaerobius_thermophilus,-5.247901291918115,0.328599860412337,-0.14103490081039063,0.48054313747318544,-0.7195780921784035
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium,-2.217052073549585,0.23767074433536575,-0.17007614398606785,0.7246919280497908,-0.35745383174164297
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_brockii,-0.9491494608634276,0.2940437540217546,-0.15136362058170857,0.3034355582642943,1.0577443213496867
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_ethanolicus,-3.3330925417655277,0.15298757943241617,-0.20513132338457762,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_italicus,-2.710021348070459,0.26918210960136574,-0.15929187021528932,0.0839649697435387,1.8237234136345584
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_mathranii,-4.669152112078027,0.24123231972914272,-0.16881045110121143,0.9994062110283224,-0.0007540564873584239
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_pseudethanolicus,-5.606998772692042,0.30232457677649266,-0.14882047529143325,0.32987680092112504,-1.0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Acetigenium;Thermoanaerobacter_wiegelii,-7.361837239336327,0.43573161024079576,-0.11272596282791683,0.32987680092112504,-0.9999999999999998
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;Ammonifex_degensii,-0.49678227431710203,0.7974834625362864,0.03721826199041928,0.3831300398677763,-0.8928057879603162
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter_subterraneus,0.3925149726158814,0.0153736819362358,-0.3410109927856536,0.012091785762186714,2.773876005383154
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;Carboxydothermus_hydrogenoformans,-1.1413930369132324,0.28047589377125387,-0.15563316515825312,0.6954978249231455,0.3974052296380385
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;Moorella_thermoacetica,-1.5971449328177734,0.07297024935883484,-0.25580344630073615,0.6445105976216012,0.4688514503142784
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;Tepidanaerobacter_acetatoxydans,-1.5099624109977052,0.16392150106913395,-0.19992171238692016,0.5124643872590486,0.6675241083982931
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermacetogenium;Thermacetogenium_phaeum,-2.0323284579032226,0.2089083718879794,-0.18081049414733785,0.6976352060623849,0.39445850974567803
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_bescii,-3.691341252397852,0.2330947254481602,-0.17172153642899488,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_hydrothermalis,-0.9740711165183348,0.08012696650008712,-0.24985793035078666,0.5375937322371394,0.6278224722986846
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_kristjanssonii,-0.8517275763266845,0.1399828440581683,-0.2116980597166584,0.1390708817067069,1.54404210079166
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_kronotskyensis,-3.683733792375879,0.32870179334593697,-0.14100547956375692,,
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_lactoaceticus,-0.6947852087729736,0.13590465216892597,-0.2138505523557515,0.2587516403797005,1.1642057219951267
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_obsidiansis,-0.3736713839286132,0.15994025389678992,-0.20178829006862742,0.35144020770237494,0.9552662533177017
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_owensensis,-4.2726777506583495,0.48444848274084196,-0.10118193936594641,0.36848165335111127,-0.9212275042327689
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Caldicellulosiruptor;Caldicellulosiruptor_saccharolyticus,-1.801779837679224,0.15609634696422076,-0.20362303872342835,0.9720585278085048,-0.03549089538120826
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Thermoanaerobacterium;Thermoanaerobacterium_saccharolyticum,-1.036825032305078,0.167598782362078,-0.19822681147564403,0.9483608218619464,-0.06562647182773167
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Thermoanaerobacterium;Thermoanaerobacterium_thermosaccharolyticum,-0.19024345405037835,0.09003111238910685,-0.24228368514104037,0.07515681518606407,1.882621808090671
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Thermoanaerobacterium;Thermoanaerobacterium_xylanolyticum,-0.6578367663138671,0.07562545788303203,-0.2535459895813824,0.05525064432786742,2.042294211906133
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_III._Incertae_Sedis;Thermosediminibacter;Thermosediminibacter_oceani,-0.15522918231423333,0.04041921584982832,-0.29089125070962574,0.12265579615298836,1.6156400588620703
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales_Family_IV._Incertae_Sedis;Mahella;Mahella_australiensis,-1.0080147696250243,0.12738090401373042,-0.2185105502593982,0.3777578371071453,0.9031437443508417
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;Coprothermobacter_proteolyticus,-0.5453147602790159,0.4066178247234248,-0.11996960452229899,0.32987680092112504,1.0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Thermodesulfobium;Thermodesulfobium_narugense,-5.432000012468653,0.40607621733174004,-0.1201071236294022,0.3298768009211248,-1.0000000000000002
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;Catenibacterium_mitsuokai,-1.3517962408774655,0.3450988450350183,-0.1363449768806486,0.9620814681566576,0.04817259030444669
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus,-1.2525003863089843,0.31702944050448006,0.1444126238187106,0.012408230342560394,-2.761981200263611
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix_rhusiopathiae,-3.5301545572989745,0.6024588331153722,-0.07546539173393792,0.3019468803181428,-1.061100375389044
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus,1.215300406929,0.023440334262967297,-0.3200986754846157,0.0396297305667551,2.2093085294866612
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus_fermentans,-1.4531522703879638,0.10981955072175624,-0.2289091796622694,0.6805658129802543,0.41809398017098715
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus_intestini,-0.25492355353768303,0.10260339615780517,0.23355288472935268,0.19044036780820264,-1.3577834990950965
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera_elsdenii,-1.9008596850150392,0.4233883331323196,-0.1157623971483018,0.3191627639924414,-1.0229882137390736
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas_ruminantium,-1.897577138017969,0.12321341164390265,-0.22087483453471166,0.6493137939810407,0.4620195890917808
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas_sputigena,1.6961115884072022,0.0034224602976409965,-0.4062050998111047,0.002640669217404691,3.4570056019489903
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;Thermosinus_carboxydivorans,-1.1872421217673583,0.05952825306625159,-0.26835296777926676,0.40756909061106816,0.8469424176122204
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella_parvula,1.855414419103308,0.09496727967647858,-0.23874947653003098,0.09391487398318346,1.7633646907669878
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusibacterium;Fusibacterium_nucleatum,1.4003588842636778,0.09206256915975537,-0.2408113867128809,0.04104855493854951,2.191863149013167
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;Ilyobacter_polytropus,-0.8928144884818359,0.6304955827938584,0.06970809807080713,0.34209003486013645,-0.9744233553873664
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia_buccalis,0.92179760210578,0.314859243618671,0.14505481786803096,0.45507497227822136,-0.7625848519800562
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;Leptotrichia_goodfellowii,1.2479056293553548,0.04149044295494423,-0.2894187615813626,0.0479517795924808,2.114129434534787
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sebaldella;Sebaldella_termitidis,-0.5532694769614501,0.8127372910399686,0.034361399576701306,0.5404093690601972,-0.6234381027294819
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus_moniliformis,0.008391170430822825,0.07955373161793339,-0.2503183604111062,0.0044501668948512185,3.2256929290707537
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas_aurantiaca,2.1484819936043458,0.00042810073371141963,-0.4793637112406131,6.77825399577418e-05,5.071511951159748
Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium_album,-0.3102783871405883,0.13563889879217733,-0.21399248423979914,0.0789419985352068,1.8566055891430275
Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter_roseus,0.12230089180533454,0.13915242901611954,-0.21213252724873902,0.06503345931966412,1.9583649070108666
Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera;Lentisphaera_araneosa,-1.2989188147300048,0.16037409261128124,-0.20158324976777192,0.9734643224908538,-0.03370454246068304
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;Leptospirillum_ferriphilum,-5.392969937395411,0.795861956514939,-0.03752275642943436,0.32987680092112504,-1.0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;Leptospirillum_ferrooxidans,-1.8739689303153317,0.12692080860383156,-0.21876867835692002,0.16353679280557523,1.449381211093718
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira_defluvii,1.4353993522412007,0.0004332337302395631,-0.4789872550251649,7.63594940899627e-06,6.076512199667148
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;Thermodesulfovibrio_yellowstonii,-1.6991818857901857,0.37489973105132834,-0.12821164192511383,0.6845017990993484,-0.4126227839298333
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;Phycisphaera_mikurensis,2.4537235783821782,0.000210240858054517,-0.5010738485393103,1.3436561571053888e-05,5.811162985470012
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Blastopirellula;Blastopirellula_marina,0.5541705178505616,0.17854185486681456,-0.1933376728513479,0.2041704226103654,1.3149711736529472
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Gemmata;Gemmata_obscuriglobus,1.5542193340546326,0.04200468518841984,-0.28872294300658635,0.014962763234330196,2.6753639151877793
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Isosphaera;Isosphaera_pallida,1.7830274986511905,0.2744019716873307,-0.157588488813526,0.2381526328469043,1.2179495485242242
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Pirellula;Pirellula_staleyi,1.3500915976649956,0.0005094803072036473,-0.47382355067051374,0.0002850052106043838,4.433729329651237
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Gimesia_maris,1.0736157434469895,0.012414134929617682,-0.3511181091316437,0.016804596075296777,2.6212536654506144
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctopirus_limnophila,1.1147233309632971,0.01007741140465916,-0.3606830442092086,0.00483539673906383,3.18867217710478
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Rubinisphaera_brasiliensis,1.4478089796787934,0.0025122427891656066,-0.4181627893519536,0.0031671726811731858,3.3766729991008106
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula;Rhodopirellula_baltica,1.7087007748371796,0.018613475253753085,-0.3316975330026646,0.00469189314303218,3.2021146517244334
Bacteria;Proteobacteria;Alphaproteobacteria,1.3750657575613694,0.07727867711560786,-0.25217188991312495,0.09119035760104019,1.7793172829735293
Bacteria;Proteobacteria;Alphaproteobacteria;Candidatus_Pelagibacter,-0.4483922434562011,0.38083198119693673,-0.12663967637142107,0.836644277057389,0.20903687941343915
Bacteria;Proteobacteria;Alphaproteobacteria;Candidatus_Pelagibacter;Candidatus_Pelagibacter_ubique,-0.5625697088950439,0.16454991591258006,-0.19963011941592787,0.21763965737245916,1.2751181171376864
Bacteria;Proteobacteria;Alphaproteobacteria;Candidatus_Puniceispirillum;Candidatus_Puniceispirillum_marinum,-0.1905862999671264,0.0373472628480489,-0.29529941906730456,0.06211353382892378,1.9821612812411813
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis_excentricus,1.5191097246891694,0.0034277844408560775,-0.40614387953264963,5.719929448194589e-06,6.2138056225854985
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,2.3392322348839483,0.0030920404037751807,-0.4101794371042667,0.0003097804961870808,4.3970643283909245
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas_subvibrioides,2.334344654012366,0.0035736505628396996,-0.4044983754539472,0.0001643426332551621,4.676702567889269
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter,2.4397323416954717,0.00038587211633146843,-0.4826257210712399,0.00030889841333405556,4.398318135400616
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_segnis,2.0373412656075187,0.1270481035822448,-0.21869719138621355,0.03334497316467882,2.294221008943823
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter_vibrioides,1.1311850535160737,0.10892392672304835,-0.22947256350706446,0.05110563767652926,2.0819545807481123
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium_zucineum,2.311088828969641,0.000637583862591878,-0.4665427962278973,0.00037968104737409503,4.307674887803063
Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus;Magnetococcus_marinus,1.2569193343109326,0.07060199542692668,-0.25787252449631626,0.03122636391483669,2.3262035698902905
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrio;Micavibrio_aeruginosavorus,0.6158418940788941,0.026570015850703142,-0.31361398970957066,0.016418152173172367,2.6321235964454917
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula_bermudensis,1.0842118846661286,0.018126868737736366,-0.3330037993587454,0.0031406874602708953,3.3803886999088038
Bacteria;Proteobacteria;Alphaproteobacteria;Polymorphum_gilvum,2.3507042216545777,0.005149627811720265,-0.3897119148656204,0.00036398477294739335,4.326211659587385
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aurantimonas;Aurantimonas_manganoxydans,0.3544125842339234,0.9223733374291597,-0.014137647504868529,0.7607186289964698,0.3089541566823066
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_bacilliformis,-0.6167556954139037,0.13245189714739913,-0.2157110122314867,0.3431782420241253,0.9721753828070603
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_clarridgeiae,1.1180039035565097,0.4131391993699415,-0.11832199222541727,0.10661141900616554,1.6939166717718477
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_grahamii,0.23659577839438484,0.8384256261201862,-0.02957873565561567,0.32987680092112504,1.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_henselae,-0.9762640906089112,0.06437389890937503,-0.2635902156145681,0.48403483200544806,0.7137884202705866
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_quintana,-4.229768605303125,0.06279799832624655,-0.265106671002655,0.3298768009211248,1.0000000000000002
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bartonellaceae;Bartonella;Bartonella_tribocorum,-2.6706014586203857,0.32870179334593697,-0.1410054795637569,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia_indica,1.8210300492531493,0.0012060756965251236,-0.44492808883536417,0.0007163897875671237,4.029423391537825
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella;Methylocella_silvestris,2.0093413876778317,0.0029547084844552918,-0.41194253879043713,0.00048815169667858254,4.197446675020631
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium,2.55060973637168,0.00032935702006645995,-0.48753819254559194,6.51370349002576e-05,5.089400029796569
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_diazoefficiens,2.69266763203208,0.00010640707322265584,-0.5205857199904933,9.024901819754122e-05,4.943268041966888
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;Bradyrhizobium_japonicum,2.7052383708244987,0.0002640599287814455,-0.49427145685877877,0.00028814654819815167,4.428906138101976
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter,1.7738597082382874,0.013900534802795027,-0.34581148023922187,0.06770614336188503,1.9374035977414588
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;Nitrobacter_hamburgensis,2.43977776043479,0.00032680836981245084,-0.487777279991607,0.00024253147174716448,4.504794697702211
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter;Nitrobacter_winogradskyi,1.4450397776848505,0.005015374836058381,-0.390803504646826,0.00044313666277077187,4.239865004191714
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Oligotropha;Oligotropha_carboxidovorans,1.7493458675629334,0.21164065575904353,-0.17974816124563203,0.03807140870047186,2.229141325379526
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;Rhodopseudomonas_palustris,2.600417523313208,0.0002738923215319263,-0.49316698860555946,0.00011680815404632708,4.828243521751598
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella,1.224366041965677,0.08470682918757376,-0.24626935344458709,0.03441897857956827,2.278718769839367
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_abortus,-2.338021607469873,0.8815116849377462,0.0216237739417542,0.16358310014715247,-1.4492134059244608
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_canis,-0.4764332485907836,0.42204419136001703,0.1160960550814348,0.32987680092112504,-1.0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_ceti,0.8178640293366151,0.14557333921444965,-0.2088219908079807,0.162742443538247,1.452265758684366
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_melitensis,-0.040536017488793874,0.5837517706323265,-0.07937168856818747,0.20277051856115558,1.3192303209062888
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_melitensis_bv._Neotomae,0.1820861386543946,0.13889207267471823,-0.21226914183228818,0.07270227959822323,1.9001165901942525
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_melitensis_bv._Ovis,1.3426795440203383,0.10913468213600214,-0.22933967160851987,0.04659896347790964,2.128522296864388
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_melitensis_bv._Suis,0.8352715658432679,0.14352881209838933,-0.20986413579279414,0.2188060193094381,1.2717584058537235
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_microti,0.5512997793442445,0.4154215800160175,-0.11774888605664924,0.3208154017919159,1.0194071918696355
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Brucella;Brucella_pinnipedialis,0.2158087777382569,1.0,,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;Ochrobactrum_anthropi,2.1399852322823243,0.05483474732265922,-0.2732730400987024,0.03252795663603343,2.306325827829071
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Ochrobactrum;Ochrobactrum_intermedium,2.0331925439125733,0.05450283706507432,-0.27363366104894227,0.002036061130986477,3.5715413921982293
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Candidatus_Hodgkinia;Candidatus_Hodgkinia_cicadicola,0.1364250468498902,1.0,,,
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium,1.9675082253700928,0.019944193340139398,-0.328267475256914,0.0071857652995327495,3.0109219870010815
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_denitrificans,0.2748127865082459,0.12724346599428016,-0.21858758366023046,0.08703576894661719,1.804459041117871
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pelagibacterium;Pelagibacterium_halotolerans,2.2285694169289307,0.0005493968972223109,-0.47139298117800904,0.00014122516181697866,4.743897987575256
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;Rhodomicrobium_vannielii,1.7674508380181029,0.0003166666780274472,-0.4887457129971868,0.0035824219686992403,3.3220971150557475
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium,1.8803492473847108,0.06277877781772084,-0.2651253535384613,0.0031675625256646907,3.376618534913565
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_extorquens,2.1813543724304867,0.03647802662952867,-0.2966008604776886,0.0010892433579047182,3.845971928018926
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_nodulans,1.5444760011917786,0.1498016502340201,-0.20670065448952035,0.14884008046786287,1.5047151955933067
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_populi,1.277834976691647,0.04935220579045926,-0.2794711867171759,0.07405937087883695,1.8903805703028396
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium_radiitolerans,1.5490201401001649,0.21452060619773566,-0.17863875497254955,0.13492785696402754,1.5614164584538102
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis,0.7209390687233643,0.09989550980824714,-0.2353603811057005,0.1413753978033366,1.5345634327600515
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Chelativorans,2.2670778321510987,0.002565195372489429,-0.4173694926358242,5.2369426266071756e-05,5.187672528373337
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium_ciceri,2.435662178922339,0.002905547484043797,-0.4125913065529997,0.0006613464097173342,4.0644267442037965
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium_loti,2.254850535321875,0.0001210046185936016,-0.5169915909857374,2.0490035984906e-05,5.615603723215216
