,raw_tstats,cell_tstats,raw_pvalues,cell_pvalues,multinomial_ranks,taxonomy
7f7e45fb16bc75b08d60ac5d15841412,1.1563748151962667,1.1563748151962667,0.8858454148138197,0.27003097579184415,-0.29693096136607,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
7ff9de602de2341ce096cf3b30404f51,1.441543609111306,1.441543609111306,0.6945591301914256,0.17501511832599664,-0.11506622290171452,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__
8023f538cf0087c28b52083452ca3d56,,,,,-0.5811465308622248,k__Bacteria
80e2a0cdbbf0ae81a93b6ba374faeb14,1.6144655395116194,1.6144655395116194,0.30761208379010263,0.13239720385446013,-0.5393933579877741,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
8139c4ac825dae48454fb4800fb87896,-1.435030111400848,-1.435030111400848,0.27819169329855165,0.17682542132007953,-0.940744094605816,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium
81b48d6ded873235c8410d595d4ad0db,0.9999999999999999,0.9999999999999999,0.3370490579535843,0.3370490579535844,0.310487456564533,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__
81bba189c6f0bfc9d91c3c5105c7c305,,,,,-0.387447170968426,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; s__
828f018c1478cffd893605353abecd1b,-1.0,-1.0,0.3370490579535843,0.3370490579535843,0.4888191297098272,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Tannerella; s__
8335a6aeb056b0aa137b4308d7743133,1.0657917377231363,1.0657917377231363,0.8584820400977435,0.3074925206395495,0.057617016081439765,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
836509073355ebabaa962a5c30bff503,0.8549646984646198,0.8549646984646198,0.1744407459479561,0.40931607354914723,-0.6777352616742975,k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__
83682d348bbf083fa8f30f4b5de75dc3,1.0849766347077368,1.0849766347077368,0.7532635607854263,0.2992484749585929,0.7022068574472541,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
83c79fb52448fbbab6ca18e8296e083b,-1.0,-1.0,0.3370490579535843,0.3370490579535843,0.4360034539743536,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__
84d0affc7243c7d6261f3a7d680b873f,-1.0,-1.0,0.3370490579535843,0.3370490579535843,-1.0531760976270563,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria
84e235fc249ada26302ffa297081bf99,-1.0,-1.0,0.3370490579535843,0.3370490579535843,0.3700714185281866,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
